# 交叉验证：ZeroWeb 同源 vs chromium Oracle（DC-14）
# dump: /home/lei/work/ZeroWeb/target/reftest-dump
# oracle: /home/lei/work/ZeroWeb/tests/wpt-runner/oracle-shots
# 阈值: chan>5, 同源通过<0.50%, Oracle不一致>1.00%

| safe_id | 判定 | z_vs_ref | z_vs_chr |
| css_css-text_text-transform_text-transform-upperlower-034_html | self-fail | 0.66% | 2.73% |
| css_css-text_text-transform_text-transform-upperlower-035_html | self-fail | 1.40% | 3.78% |
| css_css-text_text-transform_text-transform-upperlower-038_html | POLLUTED | 0.00% | 1.79% |
| css_css-text_text-transform_text-transform-upperlower-039_html | POLLUTED | 0.33% | 2.27% |
| css_css-text_text-transform_text-transform-upperlower-040_html | POLLUTED | 0.03% | 2.04% |
| css_css-text_text-transform_text-transform-upperlower-041_html | POLLUTED | 0.07% | 2.06% |
| css_css-text_text-transform_text-transform-upperlower-042_html | POLLUTED | 0.03% | 2.04% |
| css_css-text_text-transform_text-transform-upperlower-043_html | POLLUTED | 0.07% | 2.06% |
| css_css-text_text-transform_text-transform-upperlower-044_html | POLLUTED | 0.33% | 2.33% |
| css_css-text_text-transform_text-transform-upperlower-101_html | POLLUTED | 0.00% | 5.33% |
| css_css-text_text-transform_text-transform-upperlower-102_html | POLLUTED | 0.00% | 5.13% |
| css_css-text_text-transform_text-transform-upperlower-103_html | POLLUTED | 0.00% | 4.51% |
| css_css-text_text-transform_text-transform-upperlower-104_html | POLLUTED | 0.00% | 3.88% |
| css_css-text_text-transform_text-transform-upperlower-105_html | POLLUTED | 0.04% | 1.57% |
| css_css-text_text-transform_text-transform-upperlower-106_html | POLLUTED | 0.04% | 1.13% |
| css_css-text_white-space_break-spaces-001_html | self-pass | 0.15% | 0.99% |
| css_css-text_white-space_break-spaces-002_html | self-pass | 0.00% | 0.84% |
| css_css-text_white-space_break-spaces-003_html | self-fail | 2.59% | 3.40% |
| css_css-text_white-space_break-spaces-004_html | self-pass | 0.17% | 1.00% |
| css_css-text_white-space_break-spaces-005_html | self-fail | 0.69% | 1.57% |
| css_css-text_white-space_break-spaces-006_html | self-fail | 1.09% | 1.98% |
| css_css-text_white-space_break-spaces-007_html | self-fail | 1.19% | 2.08% |
| css_css-text_white-space_break-spaces-008_html | self-fail | 0.96% | 1.85% |
| css_css-text_white-space_break-spaces-009_html | self-fail | 1.57% | 2.38% |
| css_css-text_white-space_break-spaces-010_html | self-fail | 2.10% | 2.99% |
| css_css-text_white-space_break-spaces-011_html | self-fail | 1.86% | 2.70% |
| css_css-text_white-space_break-spaces-051_html | self-fail | 8.17% | 8.96% |
| css_css-text_white-space_break-spaces-052_html | self-fail | 9.24% | 9.22% |
| css_css-text_white-space_break-spaces-before-first-char-001_html | self-fail | 2.58% | 3.41% |
| css_css-text_white-space_break-spaces-before-first-char-002_html | self-fail | 2.58% | 3.41% |
| css_css-text_white-space_break-spaces-before-first-char-003_html | self-fail | 2.58% | 3.41% |
| css_css-text_white-space_break-spaces-before-first-char-004_html | self-fail | 3.20% | 4.03% |
| css_css-text_white-space_break-spaces-before-first-char-005_html | self-fail | 3.20% | 4.03% |
| css_css-text_white-space_break-spaces-before-first-char-006_html | self-fail | 3.20% | 4.03% |
| css_css-text_white-space_break-spaces-before-first-char-007_html | self-fail | 3.07% | 3.90% |
| css_css-text_white-space_break-spaces-before-first-char-008_html | self-fail | 3.07% | 3.90% |
| css_css-text_white-space_break-spaces-before-first-char-009_html | self-fail | 3.07% | 3.90% |
| css_css-text_white-space_break-spaces-before-first-char-010_html | self-fail | 3.07% | 3.90% |
| css_css-text_white-space_break-spaces-before-first-char-011_html | self-fail | 3.07% | 3.90% |
| css_css-text_white-space_break-spaces-before-first-char-012_html | self-fail | 2.42% | 3.25% |
| css_css-text_white-space_break-spaces-before-first-char-013_html | self-fail | 2.42% | 3.25% |
| css_css-text_white-space_break-spaces-before-first-char-014_html | self-fail | 2.58% | 3.41% |
| css_css-text_white-space_break-spaces-before-first-char-015_html | self-fail | 3.20% | 4.03% |
| css_css-text_white-space_break-spaces-before-first-char-016_html | self-fail | 3.07% | 3.90% |
| css_css-text_white-space_break-spaces-before-first-char-017_html | self-fail | 3.07% | 3.90% |
| css_css-text_white-space_break-spaces-before-first-char-018_html | self-fail | 2.42% | 3.25% |
| css_css-text_white-space_break-spaces-before-first-ideographic-char-001_html | self-fail | 2.58% | 3.41% |
| css_css-text_white-space_break-spaces-before-first-ideographic-char-002_html | self-fail | 2.58% | 3.41% |
| css_css-text_white-space_break-spaces-before-first-ideographic-char-003_html | self-fail | 2.58% | 3.41% |
| css_css-text_white-space_break-spaces-before-first-ideographic-char-004_html | self-fail | 3.20% | 4.03% |
| css_css-text_white-space_break-spaces-before-first-ideographic-char-005_html | self-fail | 3.20% | 4.03% |
| css_css-text_white-space_break-spaces-before-first-ideographic-char-006_html | self-fail | 3.20% | 4.03% |
| css_css-text_white-space_break-spaces-before-first-ideographic-char-007_html | self-fail | 3.07% | 3.90% |
| css_css-text_white-space_break-spaces-before-first-ideographic-char-008_html | self-fail | 3.07% | 3.90% |
| css_css-text_white-space_break-spaces-before-first-ideographic-char-009_html | self-fail | 3.07% | 3.90% |
| css_css-text_white-space_break-spaces-before-first-ideographic-char-010_html | self-fail | 3.07% | 3.90% |
| css_css-text_white-space_break-spaces-before-first-ideographic-char-011_html | self-fail | 3.07% | 3.90% |
| css_css-text_white-space_break-spaces-before-first-ideographic-char-012_html | self-fail | 2.42% | 3.25% |
| css_css-text_white-space_break-spaces-before-first-ideographic-char-013_html | self-fail | 2.42% | 3.25% |
| css_css-text_white-space_break-spaces-before-first-ideographic-char-014_html | self-fail | 2.58% | 3.41% |
| css_css-text_white-space_break-spaces-before-first-ideographic-char-015_html | self-fail | 3.20% | 4.03% |
| css_css-text_white-space_break-spaces-before-first-ideographic-char-016_html | self-fail | 3.07% | 3.90% |
| css_css-text_white-space_break-spaces-before-first-ideographic-char-017_html | self-fail | 3.07% | 3.90% |
| css_css-text_white-space_break-spaces-before-first-ideographic-char-018_html | self-fail | 2.42% | 3.25% |
| css_css-text_white-space_break-spaces-newline-011_html | self-fail | 2.08% | 2.89% |
| css_css-text_white-space_break-spaces-newline-012_html | self-fail | 2.08% | 2.89% |
| css_css-text_white-space_break-spaces-newline-013_html | self-fail | 2.08% | 2.89% |
| css_css-text_white-space_break-spaces-newline-014_html | self-fail | 2.08% | 2.89% |
| css_css-text_white-space_break-spaces-newline-015_html | self-fail | 2.08% | 2.89% |
| css_css-text_white-space_break-spaces-newline-016_html | self-fail | 2.08% | 2.89% |
| css_css-text_white-space_break-spaces-tab-001_html | POLLUTED | 0.49% | 1.32% |
| css_css-text_white-space_break-spaces-tab-002_html | POLLUTED | 0.49% | 1.32% |
| css_css-text_white-space_break-spaces-tab-003_html | POLLUTED | 0.08% | 1.16% |
| css_css-text_white-space_break-spaces-tab-004_html | POLLUTED | 0.08% | 1.16% |
| css_css-text_white-space_break-spaces-tab-005_html | self-pass | 0.17% | 0.89% |
| css_css-text_white-space_break-spaces-tab-006_html | self-pass | 0.17% | 0.89% |
| css_css-text_white-space_break-spaces-with-ideographic-space-001_html | self-pass | 0.15% | 0.99% |
| css_css-text_white-space_break-spaces-with-ideographic-space-002_html | self-fail | 2.59% | 3.40% |
| css_css-text_white-space_break-spaces-with-ideographic-space-003_html | self-fail | 2.59% | 3.40% |
| css_css-text_white-space_break-spaces-with-ideographic-space-004_html | self-pass | 0.17% | 1.00% |
| css_css-text_white-space_break-spaces-with-ideographic-space-005_html | self-fail | 0.69% | 1.57% |
| css_css-text_white-space_break-spaces-with-ideographic-space-006_html | self-fail | 1.09% | 1.98% |
| css_css-text_white-space_break-spaces-with-ideographic-space-007_html | self-fail | 1.19% | 2.08% |
| css_css-text_white-space_break-spaces-with-ideographic-space-008_html | self-fail | 0.96% | 1.85% |
| css_css-text_white-space_break-spaces-with-ideographic-space-009_html | self-fail | 1.57% | 2.38% |
| css_css-text_white-space_break-spaces-with-ideographic-space-010_html | self-fail | 2.10% | 2.99% |
| css_css-text_white-space_break-spaces-with-overflow-wrap-001_html | self-fail | 2.59% | 3.40% |
| css_css-text_white-space_break-spaces-with-overflow-wrap-002_html | self-fail | 2.59% | 3.40% |
| css_css-text_white-space_break-spaces-with-overflow-wrap-003_html | POLLUTED | 0.24% | 1.08% |
| css_css-text_white-space_break-spaces-with-overflow-wrap-004_html | POLLUTED | 0.24% | 1.08% |
| css_css-text_white-space_break-spaces-with-overflow-wrap-005_html | self-fail | 1.19% | 2.08% |
| css_css-text_white-space_break-spaces-with-overflow-wrap-006_html | self-fail | 1.19% | 2.08% |
| css_css-text_white-space_break-spaces-with-overflow-wrap-007_html | self-fail | 0.96% | 1.85% |
| css_css-text_white-space_break-spaces-with-overflow-wrap-008_html | self-fail | 0.96% | 1.85% |
| css_css-text_white-space_break-spaces-with-overflow-wrap-009_html | self-fail | 1.58% | 2.40% |
| css_css-text_white-space_break-spaces-with-overflow-wrap-010_html | self-fail | 1.58% | 2.40% |
| css_css-text_white-space_break-spaces-with-word-break-001_html | self-pass | 0.00% | 0.83% |
| css_css-text_white-space_control-chars-000_html | POLLUTED | 0.00% | 1.01% |
| css_css-text_white-space_control-chars-001_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-002_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-003_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-004_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-005_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-006_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-007_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-008_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-00B_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-00C_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-00D_html | POLLUTED | 0.00% | 1.82% |
| css_css-text_white-space_control-chars-00E_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-00F_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-010_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-011_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-012_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-013_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-014_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-015_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-016_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-017_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-018_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-019_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-01A_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-01B_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-01C_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-01D_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-01E_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-01F_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-07F_html | self-pass | 0.00% | 0.71% |
| css_css-text_white-space_control-chars-080_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-081_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-082_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-083_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-084_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-085_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-086_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-087_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-088_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-089_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-08A_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-08B_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-08C_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-08D_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-08E_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-08F_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-090_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-091_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-092_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-093_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-094_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-095_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-096_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-097_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-098_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-099_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-09A_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-09B_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-09C_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-09D_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-09E_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_control-chars-09F_html | self-pass | 0.00% | 0.69% |
| css_css-text_white-space_display-contents-remove-whitespace-change_html | POLLUTED | 0.23% | 1.20% |
| css_css-text_white-space_eol-spaces-bidi-001_html | POLLUTED | 0.10% | 4.84% |
| css_css-text_white-space_eol-spaces-bidi-002_html | POLLUTED | 0.02% | 7.56% |
| css_css-text_white-space_full-width-leading-spaces-001_html | POLLUTED | 0.00% | 1.32% |
| css_css-text_white-space_full-width-leading-spaces-002_html | self-fail | 1.42% | 2.26% |
| css_css-text_white-space_full-width-leading-spaces-003_html | self-fail | 1.42% | 2.26% |
| css_css-text_white-space_full-width-leading-spaces-004_html | POLLUTED | 0.00% | 2.95% |
| css_css-text_white-space_full-width-leading-spaces-005_html | self-fail | 1.42% | 2.26% |
| css_css-text_white-space_line-edge-white-space-collapse-001_html | self-fail | 1.10% | 3.29% |
| css_css-text_white-space_line-edge-white-space-collapse-002_html | self-fail | 1.71% | 4.11% |
| css_css-text_white-space_lone-cr-001_tentative_html | self-pass | 0.00% | 0.06% |
| css_css-text_white-space_object-replacement-1_html | POLLUTED | 0.00% | 12.51% |
| css_css-text_white-space_object-replacement-2_html | POLLUTED | 0.00% | 12.48% |
| css_css-text_white-space_pre-001_html | POLLUTED | 0.00% | 1.92% |
| css_css-text_white-space_pre-float-001_html | POLLUTED | 0.00% | 9.17% |
| css_css-text_white-space_pre-line-051_html | self-fail | 8.17% | 8.96% |
| css_css-text_white-space_pre-line-052_html | self-fail | 9.24% | 9.22% |
| css_css-text_white-space_pre-line-with-space-and-newline_html | self-fail | 11.38% | 12.16% |
| css_css-text_white-space_pre-wrap-001_html | POLLUTED | 0.33% | 1.16% |
| css_css-text_white-space_pre-wrap-002_html | POLLUTED | 0.33% | 1.16% |
| css_css-text_white-space_pre-wrap-003_html | self-pass | 0.00% | 0.84% |
| css_css-text_white-space_pre-wrap-004_html | POLLUTED | 0.33% | 1.16% |
| css_css-text_white-space_pre-wrap-005_html | POLLUTED | 0.33% | 1.16% |
| css_css-text_white-space_pre-wrap-006_html | POLLUTED | 0.33% | 1.16% |
| css_css-text_white-space_pre-wrap-007_html | POLLUTED | 0.33% | 1.16% |
| css_css-text_white-space_pre-wrap-008_html | self-fail | 1.08% | 1.97% |
| css_css-text_white-space_pre-wrap-009_html | self-fail | 1.08% | 1.97% |
| css_css-text_white-space_pre-wrap-010_html | POLLUTED | 0.41% | 1.25% |
| css_css-text_white-space_pre-wrap-011_html | POLLUTED | 0.40% | 1.24% |
| css_css-text_white-space_pre-wrap-012_html | POLLUTED | 0.48% | 1.31% |
| css_css-text_white-space_pre-wrap-013_html | POLLUTED | 0.44% | 1.31% |
| css_css-text_white-space_pre-wrap-014_html | POLLUTED | 0.42% | 1.31% |
| css_css-text_white-space_pre-wrap-015_html | POLLUTED | 0.49% | 1.32% |
| css_css-text_white-space_pre-wrap-016_html | POLLUTED | 0.33% | 1.17% |
| css_css-text_white-space_pre-wrap-017_html | POLLUTED | 0.49% | 1.32% |
| css_css-text_white-space_pre-wrap-018_html | POLLUTED | 0.17% | 1.03% |
